Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,CLTV,Total Extra Services
1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2,4369,1
0,0,0,0,70,1,1,0,0,0,0,0,0,1,0,0,4467,2
0,0,1,1,7,1,0,1,0,0,0,0,0,0,0,2,3097,2
1,0,1,1,35,1,0,0,0,0,0,0,0,2,0,2,4517,1
0,0,1,0,72,1,1,1,1,1,0,1,1,2,1,0,4324,7
0,0,0,0,34,1,1,0,0,0,0,1,0,0,0,1,3818,3
1,0,1,1,40,1,0,0,0,0,0,0,0,2,0,2,2630,1
0,0,1,1,48,1,1,1,1,0,0,1,1,0,1,0,4275,6
1,0,0,0,12,1,1,0,0,1,0,1,0,0,1,1,2325,4
1,0,1,1,60,1,0,1,1,0,1,1,1,0,1,0,5275,5
1,0,1,1,34,1,0,0,0,1,0,1,0,0,1,2,3476,3
0,1,1,1,48,0,0,0,1,0,0,0,0,1,0,0,2617,1
0,1,1,0,70,1,1,1,1,1,1,1,1,2,1,0,4588,7
0,0,0,0,50,1,0,0,1,0,1,1,1,2,1,2,5419,4
0,0,1,1,54,1,1,0,1,1,0,0,0,2,1,0,5898,4
0,1,0,0,53,1,0,0,1,0,0,0,0,0,1,0,6469,2
1,1,1,1,24,1,1,1,0,0,0,0,0,0,1,1,3412,3
0,1,0,0,6,0,0,0,0,0,0,1,1,0,1,1,4611,2
0,0,1,0,24,1,0,0,0,0,0,0,0,1,0,0,3071,1
1,0,1,0,25,1,0,0,0,0,0,0,0,1,1,0,5682,1
1,0,1,1,46,1,0,0,0,0,0,0,0,2,0,0,2610,1
1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,2730,0
1,0,0,0,17,1,0,0,0,0,0,0,0,0,1,1,5420,1
1,0,0,0,52,1,1,1,0,0,1,1,1,2,1,0,4142,5
0,0,0,0,13,1,1,1,0,1,0,1,1,0,1,1,5631,6
1,0,0,0,67,1,0,0,0,0,0,0,0,2,0,0,6212,1
0,0,1,0,71,1,1,0,1,1,0,1,1,2,1,0,5707,6
1,1,1,0,66,1,1,0,1,1,1,1,1,1,1,1,4582,6
1,0,1,1,70,1,1,1,1,1,1,0,1,1,0,0,4422,6
1,0,1,1,23,1,0,0,0,0,0,0,0,2,0,0,4617,1
1,0,1,1,26,1,0,0,0,1,0,0,0,1,0,2,3386,2
0,1,0,0,27,1,1,0,1,1,0,0,0,0,1,0,5990,4
0,1,0,0,56,1,1,1,1,1,0,1,1,1,0,1,4463,7
0,0,0,0,61,1,1,1,0,1,1,1,1,2,0,0,4471,6
0,0,0,0,70,1,1,1,1,1,1,1,1,2,1,0,4182,7
0,1,1,0,67,1,0,0,0,0,0,0,0,2,1,0,4934,1
0,0,1,1,67,1,1,1,1,0,1,1,0,2,0,0,4188,5
1,0,0,0,49,1,1,0,1,0,0,1,1,0,0,1,6148,5
1,0,0,0,40,1,1,0,0,0,0,0,0,2,1,2,2601,2
1,0,0,1,27,1,1,0,0,0,0,0,0,2,1,0,2682,2
0,1,0,0,49,1,0,0,0,0,0,0,0,0,0,2,5651,1
1,0,0,0,43,1,0,0,1,0,0,0,1,2,1,1,4614,3
0,0,0,0,39,1,0,1,0,0,0,0,0,1,1,1,5531,2
1,0,0,0,32,1,1,0,0,0,0,0,1,0,1,0,2383,3
0,0,0,0,41,1,1,0,1,0,0,0,0,1,1,0,2994,3
1,0,1,1,62,1,0,0,0,0,0,0,0,2,0,0,6444,1
0,0,1,1,14,1,0,0,0,0,0,0,0,0,0,1,5819,1
1,0,0,0,31,1,1,0,1,0,1,1,0,0,1,1,4443,4
0,0,1,0,72,1,0,1,1,1,1,1,1,2,0,2,4147,6
0,1,1,0,70,1,1,1,1,1,1,1,1,2,1,1,6146,7
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2908,2
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,3976,1
0,0,0,0,59,1,1,0,0,0,0,0,0,2,0,1,6196,2
1,0,1,1,66,0,0,0,0,1,1,1,1,2,0,0,4051,3
0,0,0,0,3,1,0,0,0,1,0,1,1,1,1,1,2754,4
0,0,0,0,40,1,0,0,0,0,0,0,0,2,0,0,3878,1
0,0,0,0,40,1,1,0,1,1,0,1,0,0,1,0,3819,5
0,0,0,0,29,1,0,1,0,1,1,0,0,1,0,0,2810,3
0,0,1,1,65,1,1,1,0,1,1,1,1,2,0,1,6087,6
0,0,1,0,59,1,0,0,1,0,1,1,1,2,1,2,4521,4
1,0,0,0,46,1,1,0,0,0,0,0,0,0,0,0,2642,2
0,0,0,0,11,1,0,0,1,1,1,0,1,0,1,1,2405,4
1,1,0,0,54,0,0,0,1,1,0,1,1,1,1,1,4521,4
1,0,1,0,14,1,0,0,0,0,0,0,0,1,0,1,4612,1
1,1,1,0,59,1,0,1,1,1,0,0,0,1,1,0,5295,4
1,0,1,1,72,1,1,0,0,0,0,0,0,2,0,0,4275,2
1,0,0,0,35,1,1,0,0,0,0,0,0,1,0,0,4419,2
0,0,1,0,35,1,0,1,0,0,0,1,0,1,1,0,5255,3
1,0,0,0,39,1,1,0,0,0,1,0,0,2,1,0,2380,2
1,0,0,0,3,1,0,0,0,0,1,0,1,0,0,2,2111,2
0,0,1,0,69,1,0,0,0,0,0,0,0,2,0,0,5325,1
1,0,1,0,72,1,0,1,0,1,1,1,1,2,1,1,4689,5
0,1,1,0,42,1,1,0,1,1,0,1,0,0,1,1,4121,5
1,0,1,1,71,1,1,1,1,1,1,1,1,2,0,0,4444,7
0,0,1,1,52,1,0,0,0,0,0,0,0,2,0,2,5432,1
1,0,0,0,26,1,0,0,1,1,1,0,0,1,1,1,5156,3
1,0,0,0,56,1,1,1,0,0,1,1,1,0,1,2,5680,5
0,0,0,0,5,1,0,1,0,0,1,1,0,0,1,1,4771,3
1,0,0,0,24,1,0,1,1,0,1,0,0,0,0,0,5095,3
1,0,1,1,25,1,0,0,0,0,1,1,0,0,0,1,3153,2
1,1,1,0,27,1,1,0,1,1,1,1,1,0,1,0,5352,6
0,1,0,0,18,1,0,0,0,0,0,0,0,1,0,0,4713,1
1,0,1,1,25,1,0,0,0,0,0,0,0,1,0,1,4134,1
0,0,1,0,72,1,1,0,1,0,1,1,1,2,1,1,5050,5
0,0,0,0,10,0,0,0,1,0,1,0,0,0,0,1,4571,1
1,0,1,0,27,1,1,1,0,0,1,1,1,1,0,2,4732,5
0,0,1,0,57,1,1,0,1,1,1,1,0,1,0,0,4546,5
0,0,0,0,65,1,1,1,1,1,0,1,1,0,1,0,5261,7
0,0,1,0,72,0,0,1,1,1,0,0,1,2,1,1,4700,4
1,1,1,1,47,1,0,0,1,0,0,1,0,1,1,0,3384,3
1,1,1,0,31,1,1,1,0,0,0,1,0,0,0,1,5597,4
1,0,1,1,42,1,0,0,0,1,1,1,1,1,0,1,2531,4
0,1,0,0,7,1,0,1,0,0,0,0,0,0,1,1,5525,2
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,4905,1
1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,5597,1
0,0,1,1,38,1,0,0,0,0,0,0,0,2,1,2,3614,1
1,0,1,0,70,1,1,1,1,1,1,1,0,1,0,0,5991,6
0,0,1,0,58,1,0,1,1,0,0,1,0,0,1,0,5912,4
0,0,1,0,15,1,0,1,0,1,0,1,1,0,0,1,2919,5
1,1,1,0,23,1,0,0,0,0,0,0,0,1,1,1,3418,1
1,0,1,1,42,1,0,1,1,0,0,0,0,0,0,2,3449,3
0,0,1,1,41,1,0,0,0,1,0,1,1,0,1,0,3539,4
1,0,1,1,58,1,1,0,0,1,1,0,1,2,0,0,4777,4
1,0,1,0,33,1,0,1,0,1,0,1,1,1,0,0,5344,5
1,0,1,0,40,1,0,0,1,1,0,0,0,0,1,1,2478,3
0,0,1,0,64,1,1,1,0,1,0,1,0,2,1,0,5038,5
0,0,1,1,22,1,0,0,0,0,0,0,0,0,0,2,5657,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3313,1
1,0,0,0,18,1,0,0,0,0,0,0,0,1,0,2,5586,1
0,0,1,1,70,1,1,1,1,1,1,1,0,2,0,1,4412,6
1,1,1,0,34,1,0,0,0,0,0,0,0,0,0,0,3583,1
1,0,0,1,45,1,1,0,0,1,0,1,1,2,0,0,3333,5
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,4483,2
1,0,0,0,24,1,0,0,1,1,1,0,0,0,1,1,5421,3
0,0,0,0,11,1,0,1,0,1,0,0,1,0,0,0,4171,4
0,0,1,0,68,1,1,1,1,1,1,1,1,2,0,0,5782,7
0,0,1,1,61,1,1,1,1,1,1,1,1,2,0,0,6090,7
0,1,1,0,71,1,0,1,1,1,1,1,1,2,1,0,5011,6
1,0,0,0,39,0,0,0,0,1,1,0,0,1,0,2,3752,1
0,0,1,1,11,0,0,1,0,0,0,1,1,0,0,1,3443,3
0,1,0,0,66,1,1,0,0,1,1,1,1,1,1,0,5569,5
0,0,1,1,54,1,1,1,1,0,0,1,1,0,1,0,5795,6
1,1,0,0,16,1,1,0,0,0,0,0,0,0,1,0,5111,2
0,0,0,0,3,1,0,1,1,0,1,0,1,2,0,2,3501,4
1,1,0,0,29,1,0,0,1,1,0,1,1,0,1,0,5285,5
1,0,1,0,64,1,1,1,0,0,0,1,0,1,1,0,4703,4
0,0,1,1,42,1,1,0,0,0,0,0,0,2,0,1,4650,2
1,0,0,0,4,1,0,0,0,1,1,0,1,0,1,1,3314,3
1,0,0,0,65,1,1,0,0,0,0,0,0,2,0,2,5707,2
1,0,1,1,24,1,0,1,1,0,1,0,1,0,1,0,3359,4
1,0,0,0,41,1,1,0,1,0,0,1,0,0,1,1,3259,4
1,0,0,0,11,1,0,1,0,1,0,0,0,0,1,0,2278,3
0,1,1,0,60,1,1,0,1,1,0,1,1,0,1,1,5084,6
0,0,0,0,14,1,0,1,0,0,0,0,0,0,0,0,2331,2
1,0,1,0,70,1,0,1,1,1,0,1,1,2,1,0,5715,6
0,0,0,0,7,1,0,0,0,1,0,0,0,0,1,1,4216,2
0,0,0,0,18,0,0,0,0,1,1,0,0,0,1,1,5381,1
1,0,1,1,59,1,1,0,0,1,0,1,1,2,1,0,4583,5
1,0,1,0,67,1,0,1,1,0,0,1,1,1,1,0,4078,5
0,0,1,1,18,1,0,1,1,0,1,0,0,1,1,2,3479,3
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2810,1
1,0,0,1,54,1,0,1,1,0,1,1,1,1,1,1,5915,5
0,0,1,0,49,1,0,0,0,0,0,0,0,1,0,0,4066,1
0,0,0,0,68,1,0,0,0,0,0,0,0,2,0,0,6161,1
0,0,0,0,27,1,0,0,0,0,0,0,0,2,1,2,2896,1
1,0,1,1,63,1,0,0,0,0,0,0,0,2,0,2,4235,1
1,0,1,0,71,1,1,1,1,1,1,1,1,2,1,0,5027,7
0,0,0,0,38,1,1,1,1,1,0,0,0,0,1,0,4933,5
0,0,1,0,63,1,0,1,0,1,0,0,0,1,1,0,5294,3
1,0,1,1,22,1,0,0,0,0,0,0,0,1,0,0,3339,1
0,1,1,1,55,1,1,1,0,1,1,1,0,1,0,1,4319,5
0,0,0,0,28,1,1,1,0,1,0,0,0,1,0,2,4891,4
0,1,1,0,60,1,0,1,1,1,1,0,1,1,1,0,5153,5
0,0,1,0,23,1,0,1,1,0,1,0,0,1,1,2,3794,3
0,1,1,1,28,0,0,0,1,0,0,0,1,1,1,1,2305,2
0,0,1,0,30,1,0,0,0,0,0,0,0,1,0,0,5203,1
1,0,1,1,29,1,1,0,1,1,0,1,1,0,0,0,4558,6
1,0,1,1,36,1,0,0,0,0,0,0,0,2,0,0,5745,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2722,1
1,0,0,0,56,1,0,0,1,0,1,1,1,1,1,0,6487,4
0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,2,2849,2
1,1,1,0,72,1,0,1,1,1,1,1,0,2,0,0,5590,5
0,1,1,0,72,1,1,1,1,1,1,0,1,2,0,0,4032,6
0,0,1,1,25,1,0,0,0,0,0,0,0,2,0,2,5306,1
0,0,0,0,63,1,0,0,0,1,0,0,1,1,0,0,6312,3
1,0,1,0,63,0,0,1,1,1,0,1,1,2,0,1,5639,5
0,0,1,0,18,1,0,1,0,0,0,0,0,0,0,1,4809,2
0,0,0,0,63,1,0,0,0,0,0,0,0,2,1,2,6469,1
0,0,1,1,37,1,1,0,1,1,0,0,1,0,1,1,3407,5
0,0,1,0,28,1,1,0,0,0,0,0,0,1,0,2,3493,2
0,0,1,1,68,1,1,0,1,0,1,0,0,1,1,0,5958,3
1,0,1,1,13,1,1,0,0,0,0,0,0,1,0,0,5077,2
1,0,1,0,14,1,0,0,1,1,1,1,1,2,0,2,2564,5
0,0,0,0,70,1,0,1,0,1,1,1,1,2,0,0,5474,5
0,1,0,0,9,1,1,0,0,1,0,1,0,0,1,1,2893,4
1,0,0,0,7,1,0,0,0,0,0,0,0,0,1,1,4704,1
1,0,1,1,8,1,0,0,0,0,0,0,0,2,0,2,3899,1
0,0,1,1,52,1,0,1,0,1,1,0,0,0,1,0,6099,3
0,1,0,0,69,1,1,1,0,1,1,1,1,2,0,0,4948,6
1,0,0,0,6,1,0,0,0,0,0,0,0,1,0,2,4439,1
0,0,1,1,25,1,0,0,0,0,0,0,0,2,1,2,2289,1
0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,1,3641,2
1,1,0,0,2,1,0,0,0,1,0,0,0,0,0,2,5251,2
1,0,0,0,18,1,0,0,0,0,1,0,0,0,1,0,4668,1
0,1,0,0,56,1,1,1,1,0,0,0,1,0,1,1,5679,5
0,0,0,0,27,1,0,0,0,0,0,0,0,1,0,2,5606,1
1,0,1,0,72,1,1,1,1,1,1,1,1,2,0,0,5398,7
0,0,1,0,68,1,1,0,1,1,0,0,0,1,0,0,4480,4
0,0,0,0,6,1,0,1,0,0,0,0,0,0,1,1,3672,2
0,0,1,1,55,1,1,1,0,0,0,1,1,1,0,2,6153,5
1,0,1,0,44,1,0,1,1,0,1,0,0,1,1,0,5981,3
0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,2,3195,1
1,0,1,1,31,1,1,1,0,1,0,1,0,1,0,0,4524,5
1,0,1,0,48,1,1,1,1,1,0,1,1,0,1,0,2319,7
1,0,0,0,35,0,0,0,0,1,0,1,1,0,0,1,2782,3
0,0,1,0,34,1,1,0,0,0,0,0,0,2,0,0,5408,2
1,0,1,1,44,0,0,0,0,1,1,1,1,1,1,1,3423,3
0,1,1,0,3,1,0,0,1,0,0,0,0,0,1,0,3711,2
0,0,1,1,67,1,1,1,0,1,1,1,1,1,1,1,4103,6
1,0,0,1,6,1,0,0,0,0,0,0,0,0,0,2,2231,1
1,0,1,0,71,1,1,1,0,1,1,1,1,2,1,0,4111,6
1,0,0,0,45,1,0,1,0,1,0,1,1,0,1,1,2185,5
1,0,0,0,2,1,1,0,1,0,0,0,0,0,1,1,2657,3
0,0,0,0,7,1,0,0,0,1,1,0,1,0,0,0,4080,3
1,0,0,0,20,1,0,0,0,0,0,1,0,0,0,1,2317,2
1,0,1,0,65,1,0,0,0,0,0,0,0,2,1,0,5368,1
0,1,0,0,72,1,1,1,1,1,1,1,1,2,1,0,4008,7
1,0,0,0,34,0,0,0,0,0,0,0,0,0,1,0,3800,0
0,0,0,0,44,1,0,0,1,1,0,1,0,0,1,0,4112,4
1,1,0,0,14,1,1,0,0,0,0,1,1,0,1,1,3502,4
1,0,1,0,71,1,1,0,1,1,1,1,1,2,0,0,4753,6
1,0,1,0,23,1,0,0,1,1,1,0,0,1,0,2,3200,3
0,0,1,0,37,1,0,0,0,0,0,0,0,0,0,0,3924,1
0,1,0,0,35,1,1,1,1,1,1,1,1,1,1,0,2125,7
0,0,1,1,12,1,0,0,0,0,0,0,0,0,0,0,3713,1
1,0,1,0,72,1,1,0,1,1,1,1,1,2,1,0,5641,6
0,0,0,0,41,1,0,0,0,0,1,0,0,1,0,0,2157,1
0,0,0,0,20,1,0,1,0,1,0,1,0,0,1,0,2098,4
0,0,1,1,13,1,1,0,0,0,0,0,0,2,1,0,4734,2
0,0,0,0,3,1,0,0,1,0,0,1,1,0,0,1,2813,4
0,0,1,0,71,0,0,1,1,0,1,1,1,2,0,2,4151,4
1,1,1,0,55,1,1,1,1,0,0,0,0,1,0,0,4212,4
0,0,0,0,46,1,0,0,0,1,0,0,0,0,1,0,3395,2
1,1,0,0,67,1,1,1,1,0,1,0,0,2,1,0,4494,4
0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,2,2013,1
1,0,0,0,22,1,1,0,1,0,0,1,1,0,1,1,4094,5
0,0,1,0,72,1,1,1,1,1,0,1,1,2,0,0,5945,7
0,0,1,0,69,1,1,1,1,1,1,1,1,2,0,0,5141,7
0,0,0,0,62,1,1,1,1,1,1,1,1,1,1,0,6494,7
1,0,0,0,5,1,0,0,0,0,0,0,1,0,0,2,2610,2
0,0,0,0,38,1,0,0,0,0,0,0,0,2,0,2,5919,1
0,0,1,1,54,1,1,1,0,0,1,0,0,2,0,0,4798,3
0,0,1,0,23,1,0,0,0,0,0,0,0,1,0,2,3742,1
0,1,1,1,23,1,0,0,1,1,0,0,1,0,1,0,3937,4
1,0,0,1,12,1,0,1,0,0,0,1,1,0,1,2,5796,4
1,0,0,0,29,1,1,0,0,0,0,0,1,0,1,1,4388,3
0,0,1,1,70,1,1,0,1,1,1,1,1,2,1,1,4098,6
1,0,0,0,14,1,0,0,0,0,0,0,0,1,0,0,5068,1
0,1,1,0,38,1,1,1,1,0,0,0,1,1,0,0,5148,5
1,1,1,0,70,1,1,0,1,1,0,1,1,1,1,1,5291,6
0,0,0,0,70,0,0,1,0,1,1,1,1,2,1,0,4093,4
0,0,1,0,17,1,1,1,0,0,0,0,0,0,0,1,2362,3
0,0,0,0,70,1,1,1,1,1,1,1,1,2,1,0,6424,7
0,0,1,1,42,1,1,1,1,0,0,1,0,1,1,0,5643,5
1,0,1,1,72,1,1,0,0,0,0,0,1,2,1,0,6202,3
1,0,1,0,51,1,0,1,1,0,1,0,0,2,0,0,4994,3
1,1,0,0,67,1,1,1,1,1,1,1,1,2,1,0,5896,7
1,0,1,0,50,1,1,0,0,1,0,0,0,1,0,0,4322,3
1,1,1,0,71,0,0,0,1,1,0,1,1,0,1,0,5491,4
1,0,0,0,10,1,0,1,0,0,0,0,0,0,1,2,4292,2
0,0,1,1,72,1,1,1,1,1,1,1,1,2,0,0,5096,7
1,0,1,0,63,1,1,1,0,1,1,0,1,2,0,2,5113,5
0,0,0,0,11,1,0,1,0,0,1,0,0,1,1,2,2573,2
1,0,0,0,45,1,0,0,0,0,0,0,0,1,0,0,2653,1
0,0,0,0,17,1,0,0,0,0,0,0,0,1,0,0,4828,1
0,0,1,1,35,1,0,0,0,0,0,0,0,2,1,2,4177,1
0,0,0,0,21,1,0,0,1,1,0,0,1,0,1,1,5982,4
1,0,0,1,25,1,0,0,0,0,0,0,0,0,0,2,3274,1
0,0,1,1,11,1,0,0,0,0,0,0,0,1,1,2,5837,1
0,0,1,1,11,1,0,0,0,0,0,0,0,2,0,0,5359,1
0,0,0,1,18,1,1,1,0,0,0,0,0,0,0,2,3425,3
0,0,0,0,23,1,1,0,0,0,1,1,1,1,1,2,3483,4
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2091,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2133,1
0,1,0,0,17,1,1,0,0,0,0,1,1,0,1,1,4425,4
0,0,1,0,61,1,1,0,1,0,0,1,1,2,1,0,6311,5
0,0,1,1,14,1,0,1,1,0,1,0,0,0,0,0,5723,3
1,0,1,0,71,1,1,1,1,1,1,1,1,2,0,1,6483,7
0,0,1,1,15,1,0,0,0,0,0,0,0,0,0,1,3103,1
1,0,0,0,72,1,0,0,0,0,0,0,0,2,0,0,4790,1
1,0,1,1,58,1,1,0,0,1,1,1,1,1,1,0,5870,5
1,1,0,0,9,1,1,0,0,0,0,0,0,0,1,1,2003,2
0,0,0,0,41,1,0,0,0,0,0,0,0,1,1,2,5678,1
0,0,1,1,71,1,1,0,0,0,0,0,0,2,0,0,5187,2
0,0,1,0,42,1,0,0,0,0,0,0,0,0,0,0,2127,1
0,1,1,0,66,1,1,0,1,1,0,1,1,1,0,0,5722,6
0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,2,2044,2
1,1,1,0,37,1,0,0,0,0,0,0,0,0,1,0,4121,1
0,0,0,0,43,1,0,0,1,0,1,0,0,1,0,1,3350,2
0,0,1,1,42,1,0,0,0,1,0,1,1,0,1,1,5697,4
1,1,1,0,52,1,1,0,1,1,0,1,1,1,1,0,4621,6
1,0,1,0,68,0,0,1,0,1,0,1,1,2,1,0,4601,4
1,0,0,0,19,1,1,0,0,0,0,1,1,0,0,2,3349,4
1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,5754,3
0,0,0,0,39,0,0,1,1,0,1,0,0,1,0,0,3445,2
1,0,0,1,40,1,0,0,0,0,0,0,0,1,1,0,3200,1
1,0,0,0,34,1,1,0,1,0,1,1,1,0,1,1,5503,5
1,0,0,0,32,1,0,0,0,0,0,1,1,1,1,0,4895,3
0,0,1,1,72,1,0,0,0,0,0,0,0,2,0,0,5451,1
0,0,1,1,24,1,0,0,0,0,0,0,0,2,1,0,4368,1
0,0,1,1,51,1,0,1,1,0,0,0,0,0,1,0,6321,3
1,0,0,0,65,1,1,0,1,1,1,0,1,2,1,0,4774,5
0,0,1,0,61,1,1,1,1,1,1,1,1,2,0,2,5152,7
1,0,0,0,27,1,0,0,0,0,0,0,0,1,0,2,3159,1
0,0,1,0,70,1,1,0,0,1,1,1,1,2,1,0,5583,5
1,0,0,0,7,1,1,0,0,0,0,0,0,0,0,2,5508,2
0,0,0,1,10,1,0,0,0,1,1,1,0,0,1,1,3857,3
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,5230,2
1,1,1,1,71,1,1,0,1,1,1,0,1,1,1,0,6404,5
0,0,1,0,26,1,0,0,1,1,0,1,1,2,1,0,3596,5
0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,2,4855,2
1,0,1,1,61,1,0,0,1,1,1,1,1,1,0,0,4079,5
0,0,0,1,37,1,0,0,0,0,0,0,0,1,0,0,4186,1
1,0,0,0,10,1,1,0,0,0,0,0,0,0,1,1,5299,2
1,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,5724,1
1,0,1,0,46,0,0,1,0,1,1,0,0,2,0,0,2519,2
1,0,1,1,53,1,1,0,1,1,0,1,1,1,1,1,6365,6
0,0,0,0,15,1,0,0,0,0,0,1,0,1,0,2,5473,2
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,3530,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3145,0
1,0,1,1,11,1,0,0,0,0,0,0,0,2,0,2,3372,1
0,0,0,0,48,1,1,0,0,0,0,0,0,2,0,0,3948,2
1,0,0,0,40,1,1,0,1,1,0,1,1,0,1,2,3655,6
0,0,1,1,36,1,1,1,1,1,1,1,1,2,1,0,3570,7
1,0,1,1,67,1,0,0,0,0,0,0,0,2,1,2,5626,1
1,0,1,1,27,1,1,0,1,0,1,0,0,0,1,0,3796,3
1,1,0,0,50,1,1,1,1,0,0,1,0,0,1,0,5596,5
1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,4725,1
0,0,1,1,55,1,0,0,0,0,0,0,0,2,0,2,5153,1
1,0,1,1,52,0,0,0,1,1,1,1,0,2,0,2,5396,3
1,0,0,0,10,1,0,0,1,0,0,1,0,0,1,2,2385,3
0,0,0,0,66,0,0,1,1,1,1,1,1,2,1,0,4165,5
0,0,0,0,11,1,1,1,0,0,0,0,0,0,1,0,3885,3
1,0,1,0,29,1,1,0,1,1,0,0,0,0,1,1,2568,4
0,0,1,1,72,1,1,0,0,0,0,0,0,2,0,0,5897,2
0,0,0,0,30,1,0,1,0,0,0,0,0,0,1,2,4864,2
1,0,1,1,5,1,0,1,0,1,0,0,1,0,1,2,4014,4
1,0,1,1,67,1,0,1,1,0,1,0,0,1,0,2,6148,3
0,0,1,0,64,0,0,0,1,0,1,1,1,2,1,1,4850,3
0,0,0,1,9,1,0,0,0,0,1,1,1,0,1,0,5108,3
1,0,0,0,48,1,0,0,1,1,1,1,1,2,0,0,4063,5
0,0,0,0,13,1,0,1,0,0,1,0,0,1,0,2,3161,2
1,0,1,0,66,1,0,1,1,1,1,1,1,2,1,0,5137,6
1,1,0,0,11,1,0,0,0,0,0,0,1,0,1,0,3355,2
0,0,1,1,42,1,0,0,0,1,1,1,1,2,1,1,3265,4
0,0,0,0,42,1,0,0,0,0,0,0,0,2,1,0,2574,1
0,0,1,1,72,1,1,1,1,1,1,1,1,2,1,1,4017,7
0,0,1,1,14,1,0,0,0,0,0,0,0,2,0,2,5751,1
1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2515,0
1,0,0,0,18,1,1,1,0,1,0,1,0,0,0,2,4466,5
1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,2,4905,1
1,1,0,0,44,1,0,0,0,1,0,0,0,0,0,1,4374,2
1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,4996,1
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,5736,1
0,0,1,1,6,1,0,0,0,0,0,0,0,1,0,0,5518,1
1,0,1,1,55,1,0,0,0,0,0,0,0,1,0,2,5067,1
1,0,0,0,15,1,1,0,0,0,0,0,0,0,1,1,2723,2
0,1,1,1,29,0,0,0,1,1,0,0,0,0,1,2,4107,2
0,0,1,0,65,1,0,1,1,1,0,0,1,2,0,0,6308,5
0,1,1,0,69,1,0,1,1,0,0,0,1,1,0,0,4148,4
1,0,0,0,45,1,1,0,0,1,1,1,1,0,1,0,2183,5
1,0,0,1,22,1,0,0,0,0,0,0,0,0,0,0,2722,1
1,0,1,0,61,1,1,1,0,1,1,1,0,0,0,0,5404,5
1,1,1,0,21,1,0,0,0,1,0,1,0,0,0,0,5318,3
1,0,0,0,33,1,0,1,0,0,1,1,0,2,1,1,5087,3
1,0,1,1,34,1,1,0,0,1,0,1,1,1,0,0,3997,5
0,0,1,0,49,1,1,1,1,1,0,0,1,1,0,1,6193,6
1,0,1,1,31,1,1,1,0,1,1,0,0,0,0,1,2132,4
0,0,1,0,15,1,1,0,0,0,0,0,0,2,0,2,4411,2
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,5811,1
1,0,1,0,32,1,1,1,0,0,1,1,0,1,1,0,3278,4
0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,4215,1
0,0,1,1,51,1,1,0,0,0,1,0,0,0,1,1,6032,2
0,0,1,0,49,1,0,0,0,0,0,0,0,2,1,0,5422,1
0,0,1,0,65,1,0,0,0,0,0,0,0,2,0,0,5076,1
0,0,1,0,47,1,0,0,0,0,0,0,0,2,0,0,4159,1
0,0,0,0,20,1,0,0,0,0,0,0,0,2,0,2,4404,1
1,0,1,0,61,1,0,0,1,1,1,0,1,0,0,0,4806,4
1,0,1,1,68,1,1,1,1,0,0,0,0,1,1,0,4380,4
0,0,0,0,33,1,0,0,1,0,1,0,0,1,1,0,3118,2
1,0,1,1,35,1,0,0,0,0,0,0,0,1,0,0,3942,1
0,0,0,0,12,1,1,0,0,0,1,0,0,0,1,0,3445,2
1,0,0,0,21,0,0,1,0,0,1,1,0,0,1,2,5808,2
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3408,1
0,0,1,0,61,1,1,0,1,0,1,0,1,2,1,0,4676,4
